trans_unix,merchant,category,amt,gender,city,state,city_pop,job,dob_unix,is_fraud,logamt
2.7,344,11,67.93,2,119,25,464,93,-302918400,0,4.218477763
4.37,81,1,158.58,2,596,43,9496,204,764380800,0,5.066259198
5.53,367,11,1.28,1,238,41,2408,405,899596800,0,0.246860078
10.71,263,11,9.11,1,773,44,1143,410,-214272000,0,2.209372711
2.68,350,9,158.14,1,708,15,1807,58,202435200,0,5.063480717
8.04,122,9,268.5,1,825,39,2303,340,587606400,0,5.592850914
9.73,604,7,8.22,2,81,28,2290,157,-728006400,0,2.106570209
9.79,453,10,17.21,1,383,31,5457,439,-590457600,0,2.84549061
7.77,289,1,137.76,1,44,5,59705,86,456710400,0,4.925513041
11.12,353,5,58.79,2,645,39,687276,412,151372800,0,4.073971772
12.01,244,5,112.51,1,179,35,1166,93,455760000,0,4.723042107
10.33,509,3,74.53,2,31,25,35439,261,512611200,0,4.311201729
4.57,44,3,61.27,2,789,50,571,5,-40867200,0,4.115290327
6.02,460,5,95.82,2,248,13,1195,478,163900800,0,4.562471431
9.08,565,5,132.32,1,460,38,1420,444,-99100800,0,4.885223231
9.58,369,2,188.25,2,290,5,172817,13,428371200,0,5.237770867
4.16,326,9,8.49,1,167,6,525713,304,736905600,0,2.138889
6.78,383,11,69.19,1,76,41,4913,455,-67651200,0,4.236856344
8.06,587,1,16.44,2,23,16,2304,398,-424137600,0,2.79971739
5.57,423,11,75.2,1,739,10,50835,179,538963200,0,4.320151231
10.54,456,8,61,2,740,49,153,382,-217123200,0,4.110873864
10.89,528,6,4.67,2,279,44,26120,168,-472953600,0,1.541159072
9.97,531,4,60.94,2,210,19,71335,223,801878400,0,4.109889774
5.79,37,9,1.97,1,805,17,163415,417,1135900800,0,0.678033543
3.8,395,5,122.16,2,523,28,69793,109,-475459200,0,4.805331661
3.18,548,1,102.97,2,618,2,653,327,-80092800,0,4.634437684
12.02,57,13,6.26,1,852,41,52126,73,-1242086400,0,1.834180185
3.55,404,13,124.34,2,96,27,1446,71,285206400,0,4.823019749
10.08,238,12,92.21,2,240,19,1261,53,110332800,0,4.524068585
5.06,682,7,121.63,1,529,39,3688,134,593740800,0,4.80098365
8.68,549,3,49.87,1,281,15,1943,397,88214400,0,3.90941962
11.13,181,6,59.11,1,211,13,222785,493,-408326400,0,4.079400115
12.03,457,7,97.55,1,315,28,5621,476,153619200,0,4.580365067
3.45,332,2,59.48,2,325,44,2395,335,785030400,0,4.085640122
3.12,685,8,65.24,1,827,16,4049,131,-290476800,0,4.178072778
1.24,260,6,18.51,1,507,36,31394,232,879292800,0,2.918311127
8.08,418,10,1.87,1,27,41,530,27,642643200,0,0.625938431
12.98,492,7,217.97,2,482,7,370,221,-217209600,0,5.384357439
8.21,48,3,68.74,1,488,18,14228,12,70329600,0,4.230331271
12.58,157,14,7.85,2,484,32,30770,137,767577600,0,2.060513532
6.25,464,3,70.37,1,795,37,1675,45,546825600,0,4.253767036
12.39,658,2,122.41,2,239,37,116001,289,768528000,0,4.807376066
2.4,276,6,46.55,2,836,23,134056,355,-386035200,0,3.840527004
10.35,540,4,41.56,2,86,22,3224,165,903744000,0,3.727138166
12.85,166,2,71.24,1,215,36,2644,157,462153600,0,4.266054458
7.69,652,8,66.28,2,121,36,192805,54,-173836800,0,4.193888193
3.85,527,14,3.57,1,238,41,2408,405,899596800,0,1.272565596
3.4,529,12,336.83,1,879,28,186140,178,445046400,0,5.819578352
12.22,296,12,60.45,2,757,26,1196,271,-333244800,0,4.101816577
1.34,613,8,3.79,1,726,5,973849,216,885081600,0,1.332366019
4.6,225,13,107.57,2,273,51,471,146,-44755200,0,4.678141798
1.71,200,12,277.49,1,471,23,6469,477,324259200,0,5.625784897
5.06,230,3,50.46,1,803,49,9594,419,911779200,0,3.921180943
12.69,132,13,4.05,2,830,5,128,144,-90288000,0,1.398716881
7.62,631,12,9.51,2,599,49,5548,299,211161600,0,2.252343877
3.91,75,11,22.4,1,358,44,2906700,111,503539200,0,3.109060959
6.36,272,5,44.84,2,100,35,1382480,467,689644800,0,3.803100598
2.14,112,7,63.27,1,271,10,224256,328,525657600,0,4.147411283
6.24,655,6,75.56,2,876,16,1735,195,676771200,0,4.324927043
5.29,366,3,59.26,2,371,6,648,98,22723200,0,4.081934542
6.86,62,8,25.78,1,539,35,4895,6,-321148800,0,3.249598998
10.29,209,3,118.44,2,889,2,3395,141,317260800,0,4.774406503
7.04,416,7,42.6,2,709,46,9815,122,205459200,0,3.751854253
1.9,142,13,8.6,1,392,35,824,481,525916800,0,2.151762203
10.88,310,5,98.9,2,118,18,13422,96,-231292800,0,4.594109239
2.53,672,8,25.58,2,363,35,17867,481,933206400,0,3.241810796
7.89,597,7,15.12,2,535,37,7163,200,413251200,0,2.716018371
10.45,111,10,29.74,2,859,47,140,131,657072000,0,3.392492941
5.25,469,5,124.45,2,635,28,3402,249,-1299888000,0,4.823904029
7.54,403,7,7.07,1,462,10,26551,328,252720000,0,1.95586048
11.38,365,2,57.03,2,556,15,1504,283,781315200,0,4.043577445
3.82,318,2,2.73,1,284,35,165,309,-734745600,0,1.004301609
3.5,157,14,9.16,2,722,10,341043,166,636163200,0,2.214846179
7.16,8,12,73.37,1,276,42,355,195,-426643200,0,4.295515133
12.97,210,12,108.52,2,732,39,823,208,425952000,0,4.686934488
5.48,440,11,23.4,1,660,38,2016,274,-473990400,0,3.152736022
10.49,400,3,103.2,2,402,21,19054,321,242524800,0,4.636668853
2,137,10,108.73,2,858,35,11250,270,272073600,0,4.688867745
8.15,231,2,169.14,2,790,15,2135,131,-249868800,0,5.130726774
8.32,154,7,39.33,2,425,23,4474,151,222048000,0,3.671987586
10.59,240,5,121.94,1,870,21,718,390,511574400,0,4.80352912
6.66,87,5,102.54,2,266,5,832,240,579916800,0,4.630252966
1.7,256,12,9.22,2,258,35,3833,297,55814400,0,2.221375038
6.54,464,3,78.35,1,583,30,509,312,369360000,0,4.361185969
6.02,27,8,29.21,1,181,18,581,371,-60220800,0,3.374511116
3.23,264,8,39.21,1,271,10,224256,328,525657600,0,3.668931816
7.28,603,5,127.37,1,691,18,571,383,-1193616000,0,4.847096237
5.93,417,9,122.54,1,798,44,1766,350,220924800,0,4.808437507
2.67,387,12,1.54,2,789,50,571,5,-40867200,0,0.431782416
9.37,466,11,79.86,2,463,44,254282,135,-534124800,0,4.380275102
2.47,184,3,62.1,2,453,51,49,396,394675200,0,4.128745989
3.72,41,7,106.67,1,642,39,1526206,436,504921600,0,4.669739957
8.56,652,8,119.29,2,86,22,3224,165,903744000,0,4.781557503
5.49,501,11,28.98,1,870,21,718,390,511574400,0,3.366605937
9.58,397,8,29.01,1,108,41,1725,425,186969600,0,3.367640598
8.62,659,8,5.99,1,557,41,2206,49,567907200,0,1.790091412
3.68,180,13,4.28,1,43,13,2036,176,83030400,0,1.45395301
1.6,672,8,34.43,1,528,15,2401,57,94780800,0,3.538928277
5.12,286,3,89.97,1,79,44,1563,195,289353600,0,4.499476281
7.81,177,10,6.7,2,668,6,151815,206,599788800,0,1.902107526
12.33,7,7,50.97,2,719,10,3776,431,242870400,0,3.931237224
2.62,318,2,7.12,2,394,5,633,221,-1303776000,0,1.962907725
12.52,15,6,32.92,1,268,26,19685,197,504230400,0,3.494080376
6.66,144,1,80.51,1,785,4,2872,334,593913600,0,4.3883814
2.1,475,3,67.67,2,192,36,47772,184,-94435200,0,4.21464295
12.17,447,4,106.77,2,346,16,23727,98,413510400,0,4.670676988
4.94,40,8,15.6,1,681,25,241,253,183600000,0,2.747270914
10.01,244,5,103.18,1,243,23,372,189,837043200,0,4.636475036
2.15,480,13,2.75,2,576,11,5666,403,1095033600,0,1.011600912
4.84,586,4,37.62,1,587,28,21134,134,478915200,0,3.627535824
3.18,12,11,72.1,1,179,35,1166,93,455760000,0,4.278054044
11.21,692,3,59.59,2,762,19,1758,372,-359769600,0,4.087487775
8.66,458,7,70.17,2,239,37,116001,289,768528000,0,4.250920869
12.43,252,7,11.89,1,485,25,1019,16,317692800,0,2.475697711
9.86,639,1,44.92,1,721,24,753116,199,81820800,0,3.80488313
10.07,680,7,24.6,1,168,48,761,77,-804988800,0,3.202746443
12.89,551,5,176.33,1,862,19,54185,387,753753600,0,5.172357239
3.66,387,12,124.14,1,810,35,6120,71,245203200,0,4.821409961
8.29,155,10,3.61,1,744,50,1925,445,-90892800,0,1.283707772
5.26,577,13,4.27,1,867,35,3255,196,300240000,0,1.451613827
1.27,496,8,47.64,1,50,20,1850,113,-158112000,0,3.863672744
11.31,106,12,93.48,1,500,14,84106,250,66614400,0,4.53774751
1.47,187,4,90.63,1,92,2,2566,187,-331948800,0,4.506785284
8.75,190,12,93.83,2,80,39,1770,11,818380800,0,4.541484634
6.81,444,12,9.35,1,643,4,1312922,108,404265600,0,2.235376343
8.34,457,7,56.8,1,82,15,1617,293,672537600,0,4.039536326
4.27,654,11,28.24,2,794,3,111,63,992390400,0,3.340739413
11.93,692,3,63.25,1,181,18,581,371,-60220800,0,4.147095128
6.58,314,12,9.23,2,454,24,5211,80,570240000,0,2.222459049
5.52,360,3,40.93,1,65,35,34496,272,56851200,0,3.711863291
8.91,428,5,80.6,1,277,2,67082,339,-186019200,0,4.38949865
11.67,346,5,51.41,2,364,44,194500,446,693014400,0,3.939832706
11.04,377,14,1.25,2,889,2,3395,141,317260800,0,0.223143551
12.35,510,2,3.71,1,349,47,4542,87,921801600,0,1.311031877
7.63,598,9,6.22,1,125,5,1139,470,-566870400,0,1.827769907
8.55,344,11,34.92,1,643,4,1312922,108,404265600,0,3.553059731
6.14,540,4,46.33,2,272,51,1645,203,225676800,0,3.835789699
10.83,342,13,6.51,2,606,30,518429,440,844819200,0,1.873339456
10.59,159,4,53.52,2,857,11,782,43,411523200,0,3.980055416
4.89,553,7,13.4,2,332,5,93193,143,829785600,0,2.595254707
2.39,551,5,211.65,1,600,25,9512,91,126144000,0,5.354933967
9.91,685,8,47.07,1,184,39,1606,139,-83548800,0,3.851635855
3.64,678,10,16.81,2,300,31,2971,67,-654048000,0,2.821973947
2.42,610,4,71.09,1,381,48,50489,325,478396800,0,4.26394668
6.49,132,13,62.63,2,318,24,140,150,-851644800,0,4.137244397
2.81,357,2,13.66,2,790,15,2135,131,-249868800,0,2.614471854
10.14,80,9,1181.05,1,796,45,46,441,577670400,0,7.074159152
9.55,523,3,66.18,1,292,15,3119,452,-842918400,0,4.192378302
2.1,79,8,2.25,1,637,15,2135,375,1115510400,0,0.810930216
3.18,484,13,170.87,1,607,16,1228,114,700358400,0,5.140903033
2.33,187,4,25.29,2,589,5,105549,198,149040000,0,3.230409061
5.37,210,12,84.55,1,53,19,378909,124,256953600,0,4.437343075
1.28,91,7,131.71,1,829,11,7420,341,-377481600,0,4.880602536
11.58,33,13,6.85,1,787,30,1789,246,413769600,0,1.924248652
8.08,140,1,79.37,2,812,21,100,361,345254400,0,4.374120463
7.63,493,13,7.21,2,775,37,55345,59,-652320000,0,1.975468951
1.94,504,12,20.06,2,388,41,20478,287,896918400,0,2.998727783
12.28,341,14,4.11,1,587,28,21134,134,478915200,0,1.413423029
7.59,231,2,56.6,2,360,30,1063,394,-1285977600,0,4.036008985
4.72,35,2,3.46,2,327,16,76,425,-431049600,0,1.241268589
7.92,134,1,82.42,1,407,16,1423,372,939254400,0,4.411828126
9.89,204,13,2.44,1,64,42,8007,233,-892771200,0,0.891998039
9.53,79,8,1.95,1,753,5,1930,492,455846400,0,0.667829373
7.58,71,12,6.57,1,122,10,156391,226,-28252800,0,1.882513832
12.18,60,9,44.96,1,786,11,1324,175,-1340409600,0,3.805773206
2.82,223,10,7.82,2,421,44,28739,207,977788800,0,2.056684555
7.97,584,10,51.67,2,761,23,75830,156,188956800,0,3.944877342
12.04,285,13,3.09,2,373,5,4677,265,-431049600,0,1.128171091
6.58,577,13,8.71,1,745,44,46563,445,53395200,0,2.164471791
9.71,365,2,89.23,1,827,16,4049,131,-290476800,0,4.491217306
9.02,505,12,3.52,1,243,23,372,189,837043200,0,1.25846099
3.37,691,6,21.4,1,89,41,1523,396,486604800,0,3.063390922
6.68,518,14,9.03,1,566,5,34882,219,72921600,0,2.200552367
6.72,327,6,106.29,2,239,37,116001,289,768528000,0,4.666171208
1.74,541,2,1.45,2,56,23,67858,491,826588800,0,0.371563556
5.06,303,12,94.11,2,732,39,823,208,425952000,0,4.544464311
3.45,266,10,9.74,1,547,23,2523,215,606441600,0,2.276241118
2.29,326,9,174.12,2,767,39,972,379,909100800,0,5.159744717
12.62,64,10,51.84,2,302,21,5927,39,139968000,0,3.948162052
2.8,673,7,63.8,1,716,19,10076,443,282614400,0,4.15575319
12.66,397,8,24.87,1,357,41,13717,83,-603590400,0,3.213662258
6.87,510,2,9.22,2,173,3,376,122,-956707200,0,2.221375038
4.54,192,10,9.05,1,50,20,1850,113,-158112000,0,2.202764758
2.38,160,11,74.48,1,419,5,45303,404,30672000,0,4.310530633
3.24,11,2,1.23,1,17,45,302,405,664070400,0,0.207014169
9.48,475,3,67.37,1,534,25,1631,32,-503280000,0,4.210199815
2.6,338,12,43.74,1,251,3,969,338,-473040000,0,3.778263015
12.75,272,5,110.8,1,694,18,443,132,-677462400,0,4.707726774
6.85,572,6,11.2,1,410,36,118,353,-351475200,0,2.415913778
7.52,433,10,5.18,1,369,50,21902,437,369619200,0,1.644805056
2.7,678,10,124.55,1,721,24,753116,199,81820800,0,4.824707242
10.86,252,7,8.95,1,884,3,2786,307,-102988800,0,2.191653532
9.78,106,6,45.34,1,125,5,1139,470,-566870400,0,3.814189645
2.81,13,5,104.02,2,266,5,832,240,579916800,0,4.644583188
2.39,527,14,8.9,1,803,49,9594,419,911779200,0,2.186051277
8.08,480,13,5.7,2,273,51,471,146,-44755200,0,1.740466175
9.39,528,6,37.27,2,186,41,4471,315,150508800,0,3.618188713
8,571,5,87.96,1,75,13,888,61,606787200,0,4.476882166
12.73,135,1,13.94,2,858,35,11250,270,272073600,0,2.634762405
9.14,201,12,5.94,1,822,11,94325,147,589593600,0,1.781709133
6.26,379,2,59.76,2,378,11,1841,194,202348800,0,4.090336541
12.89,439,13,5.63,2,719,10,3776,431,242870400,0,1.728109442
7.47,88,5,187.6,1,444,6,320420,490,207532800,0,5.234312037
2.42,462,7,58.63,1,546,15,1810,384,188611200,0,4.071246511
7.1,362,4,51.33,2,431,44,248858,484,65404800,0,3.938275377
11.29,523,3,50.05,2,813,21,470,306,-117936000,0,3.913022506
1.1,272,5,98.39,1,746,29,77,194,661392000,0,4.588939173
1.79,33,13,431.13,1,584,49,2328,29,-851644800,0,6.066409669
11.93,261,6,60.31,2,210,19,71335,223,801878400,0,4.099497927
5.25,215,7,180.75,1,315,28,5621,476,153619200,0,5.197114861
6.94,673,7,17.22,1,716,19,10076,443,282614400,0,2.846071499
4.59,492,7,12.85,2,581,16,5791,135,-291513600,0,2.553343811
11.6,311,13,11.6,2,533,13,1132,354,-248659200,0,2.451005098
1.32,17,2,73.64,1,716,19,10076,443,282614400,0,4.299188356
12.8,117,1,6.64,1,570,22,1643,196,229651200,0,1.893111963
1,592,11,25.74,1,49,35,1684,257,794016000,0,3.248046202
2.37,689,9,31.72,1,570,22,1643,196,229651200,0,3.456947397
4.06,468,13,124.32,2,114,37,2142,347,236476800,0,4.822858887
5.34,102,13,100.84,1,590,36,1443,395,-215568000,0,4.613535102
6.08,380,9,60.53,2,782,44,53,199,740448000,0,4.10313911
9.21,201,12,7.94,2,363,35,17867,481,933206400,0,2.071913275
4.26,327,6,38.53,2,175,21,626,152,-254102400,0,3.651437159
9.93,653,8,42.6,2,758,47,1654,480,696816000,0,3.751854253
9.04,2,11,52.52,1,739,10,50835,179,538963200,0,3.961194049
11.66,20,13,15.08,2,836,23,134056,136,358992000,0,2.713369363
11.66,362,4,62.76,1,218,15,2263,408,495417600,0,4.139317928
2.64,20,13,94.04,1,462,10,26551,328,252720000,0,4.543720224
12.16,565,5,200.36,1,111,48,3684,307,407376000,0,5.300115748
5.58,216,2,185.44,1,702,44,18128,257,689472000,0,5.22273138
12.13,122,9,1.37,1,583,30,509,312,369360000,0,0.31481074
4.32,453,10,25.91,1,879,28,186140,178,445046400,0,3.254628995
1.27,508,7,37.99,1,755,18,6841,471,960163200,0,3.637322967
1.97,51,8,53.37,2,246,18,48194,438,673228800,0,3.97724879
9.3,591,3,57.83,1,386,51,100,378,166838400,0,4.057507672
10.01,689,9,3.29,1,12,39,166081,414,938736000,0,1.190887565
10.74,149,9,2.07,2,775,37,55345,59,-652320000,0,0.727548607
4.41,606,3,63.81,1,20,45,42384,207,757123200,0,4.155909918
6.94,478,1,167.24,1,393,11,3343,464,676339200,0,5.119429906
4.27,254,11,3.17,1,531,13,533,81,663724800,0,1.153731588
6.41,619,10,35.23,2,717,35,1453,476,161654400,0,3.561897992
6.41,569,14,1.78,2,367,2,190178,156,-302140800,0,0.576613364
8.58,560,3,64.04,2,363,35,17867,481,933206400,0,4.159507888
11.62,683,11,1.71,1,677,44,43,172,-607305600,0,0.536493371
11.96,401,13,7.55,1,595,15,530,480,-40262400,0,2.021547563
11.6,549,3,49.94,2,155,2,3996,18,266630400,0,3.910822285
11.42,564,8,3.1,1,506,39,1909,299,-453254400,0,1.131402111
7.67,243,3,36.98,2,47,25,92608,162,1027641600,0,3.610377226
1.71,98,7,20.19,1,452,15,725,179,123292800,0,3.005187432
8.9,28,12,2.5,2,858,35,11250,270,272073600,0,0.916290732
1.96,267,1,62.69,2,597,39,737,318,577756800,0,4.138201945
3.05,85,6,113.2,1,163,29,307,281,-1211414400,0,4.729156166
8.75,346,5,87.55,2,326,32,4664,387,-110678400,0,4.472210059
1.57,646,5,106.53,2,519,39,645,324,169603200,0,4.668426636
2.95,129,13,122.64,2,2,31,477,309,608601600,0,4.809253235
12.49,463,13,3.53,1,746,29,77,194,661392000,0,1.261297871
11.86,68,7,90,2,290,5,172817,13,428371200,0,4.49980967
12.47,519,3,58.39,1,543,5,1661,469,622166400,0,4.067144642
9.74,513,7,172.91,2,733,15,92294,87,10368000,0,5.152771228
3.42,200,12,111.43,2,494,25,964,474,188524800,0,4.713396591
4.05,391,3,77.61,1,586,39,139,329,-460944000,0,4.351696285
8.03,90,7,17.37,2,644,21,33917,102,266457600,0,2.85474458
4.47,197,5,121.72,2,173,3,376,122,-956707200,0,4.801723325
2.97,478,1,37.02,1,27,41,530,27,642643200,0,3.611458307
9.21,410,13,7.3,1,680,33,606,440,621043200,0,1.987874348
6.13,573,5,91.17,1,27,41,530,27,642643200,0,4.512725896
1.41,510,2,63.8,2,42,11,741,87,546566400,0,4.15575319
2.19,674,10,6.59,1,705,37,551,24,54777600,0,1.885553349
12.23,316,1,61.95,1,546,15,1810,384,188611200,0,4.126327608
7.77,190,12,151.53,1,785,4,2872,334,593913600,0,5.020783625
3.94,537,8,108.45,1,365,4,1179,84,-440208000,0,4.686289237
6.56,428,5,60.59,2,480,39,4172,111,-214185600,0,4.104129863
1.56,654,11,43.52,1,331,24,4508,309,-621388800,0,3.773220603
7.75,219,14,3.21,1,796,45,46,441,577670400,0,1.166270937
5.73,459,2,12.48,2,549,15,1512,95,1083801600,0,2.524127363
11.55,649,2,6.97,1,667,40,203571,312,849139200,0,1.941615225
6.32,663,1,111.5,1,179,35,1166,93,455760000,0,4.714024591
11.4,173,9,17.88,1,536,50,16183,340,271728000,0,2.88368277
8.31,193,8,36.38,2,529,39,3688,15,138844800,0,3.594019173
2.58,448,5,140.58,1,127,38,1288,45,-1031011200,0,4.945776722
10.58,607,8,9.34,2,317,10,33804,187,694224000,0,2.234306252
3.3,301,9,7.83,2,550,23,128715,227,832896000,0,2.05796251
6.94,467,5,113.81,2,881,50,5512,188,354240000,0,4.734530391
9.27,184,3,68.56,2,133,23,3096,424,213753600,0,4.227709274
4.7,341,14,3.49,2,327,16,76,425,-431049600,0,1.249901736
5.02,661,13,11.96,2,245,32,124967,320,377740800,0,2.481567749
1.19,453,10,68.73,1,91,10,79613,179,312768000,0,4.230185785
4.41,209,3,57.78,2,724,44,1595797,188,220492800,0,4.056642695
6.29,518,14,5.51,2,538,2,1312,271,-439171200,0,1.706564623
1.83,107,1,135.04,1,764,14,4161,363,-364694400,0,4.905571031
6.84,437,4,90.54,1,390,2,1089,287,89424000,0,4.505791742
1.7,410,13,2.43,2,589,5,105549,198,149040000,0,0.887891257
12.52,610,4,43.56,1,443,36,460,267,1119139200,0,3.774139298
8.91,395,5,105.24,2,217,46,99,117,543888000,0,4.656243456
7.37,64,10,9.83,1,14,44,106,142,459388800,0,2.285438934
2.87,623,3,50.31,1,322,35,69,75,707616000,0,3.918203865
8.83,68,7,22.83,1,845,49,15426,161,-1023926400,0,3.128075461
5.97,431,12,173.69,2,169,41,333497,288,-24883200,0,5.157272101
7.56,507,6,25.41,2,514,45,9772,275,659404800,0,3.235142797
11.41,445,3,77.97,1,476,51,241,147,377308800,0,4.356324137
10.44,27,8,1.44,1,585,35,45100,23,783043200,0,0.364643114
11.97,53,9,1.15,1,294,2,15647,413,-347673600,0,0.139761942
7.83,214,10,36.33,2,859,47,140,131,657072000,0,3.592643846
10.89,315,11,10.84,2,276,36,267,190,1138492800,0,2.383242996
1.96,75,11,180.13,1,297,44,5875,388,743472000,0,5.193678812
9.35,402,14,456.47,2,72,18,467,372,486691200,0,6.12352298
7.05,121,4,66.86,2,493,39,4653,314,899251200,0,4.202600881
5.42,177,10,1.39,1,291,23,6951,264,519436800,0,0.329303747
8.59,555,10,27.17,2,596,5,381459,44,157939200,0,3.302113423
8.72,464,3,84.33,2,789,50,571,5,-40867200,0,4.434737674
12.18,459,2,14.05,2,564,35,4354,206,792892800,0,2.642622396
7.08,649,2,3.29,1,149,39,606,153,906422400,0,1.190887565
12.24,566,11,1.67,2,338,26,4573,189,603417600,0,0.512823626
1.63,137,11,76.77,1,433,39,213,429,98496000,0,4.340813939
11.2,646,5,128.35,1,106,35,1271,355,-327715200,0,4.854760907
4.83,686,2,59.75,2,761,23,75830,156,188956800,0,4.090169191
6.6,189,7,43.19,1,182,28,12335,80,590544000,0,3.765608987
5.33,101,3,41.32,2,373,5,4677,265,-431049600,0,3.721346644
12.53,160,11,55.99,1,702,44,18128,257,689472000,0,4.025173103
12.92,471,1,164.24,1,749,38,217,401,-1270252800,0,5.101328773
9.42,270,9,7.15,2,123,25,1120,459,-369532800,0,1.967112357
4.33,148,5,129.86,1,586,39,139,329,-460944000,0,4.866456947
8.75,640,13,165.26,1,839,36,22305,459,-940982400,0,5.107519991
7.18,489,3,51.37,1,643,4,1312922,113,975456000,0,3.939054344
9.74,266,10,10.58,1,735,21,313,249,228182400,0,2.358965426
3.29,560,3,67.78,2,615,23,24840,17,-282441600,0,4.216267166
3.23,258,8,47.19,2,682,24,2097,248,593827200,0,3.854182006
2.42,272,5,45.29,2,189,33,5662,256,639532800,0,3.813086258
1.61,353,5,118.8,1,177,35,722,103,687830400,0,4.777441407
8.18,206,2,22.85,2,28,46,207410,300,489196800,0,3.128951117
2.71,31,11,37.45,1,211,13,222785,493,-408326400,0,3.62300671
1.95,343,9,13.55,1,270,19,1178,100,-553996800,0,2.606386547
9.39,291,9,148.7,1,185,18,502,76,-281404800,0,5.001930853
12.56,312,2,3.54,1,252,17,242,473,585100800,0,1.264126727
2.16,650,12,9.8,1,420,37,1078,365,-520387200,0,2.282382386
1.38,652,8,130.14,1,546,15,1810,384,188611200,0,4.868610794
6.78,549,3,70.15,2,732,39,823,208,425952000,0,4.250635807
7.63,188,7,72.25,2,59,44,2457,478,384048000,0,4.280132327
5.8,245,10,2.98,1,6,35,151022,130,-933724800,0,1.091923301
3.2,163,3,66.09,1,54,13,1075,449,883699200,0,4.191017449
10.93,357,2,19.87,2,714,44,20328,423,519609600,0,2.989211057
5.95,132,13,8.58,2,160,39,5507,401,144201600,0,2.149433913
10.07,572,6,124.52,1,834,3,7155,163,259459200,0,4.824466346
12.89,325,7,101.55,1,435,46,9521,450,277603200,0,4.620551288
9.27,47,11,3,2,454,24,5211,80,570240000,0,1.098612289
8.98,71,10,3.54,1,490,17,320,194,-242870400,0,1.264126727
7.91,297,11,25.9,1,271,10,224256,328,525657600,0,3.254242969
8.08,26,5,87.62,1,705,37,551,24,54777600,0,4.473009282
11.11,90,7,114.91,1,310,3,37,266,-347155200,0,4.744149213
8.72,345,6,33.59,1,287,11,1100,106,-591494400,0,3.514228404
6.51,427,9,12.95,1,232,7,647,103,591148800,0,2.561095788
10.43,643,2,3.99,2,15,13,1700,166,1040256000,0,1.383791231
11.42,506,12,2.3,2,346,16,23727,98,413510400,0,0.832909123
6.08,471,1,15.71,1,386,51,100,378,166838400,0,2.754297452
2.55,94,3,67.95,2,593,35,277,217,92880000,0,4.218772141
12.83,256,12,117.96,1,267,5,276,409,-1251504000,0,4.770345584
10.27,98,7,56.62,1,168,48,761,77,-804988800,0,4.03636228
1.8,555,10,4.94,2,568,31,4603,469,-507081600,0,1.597365331
7.11,391,3,57.98,2,295,43,1804,92,182563200,0,4.060098123
10.12,4,1,116.71,1,125,5,1139,470,-566870400,0,4.759692225
8.2,646,5,207.95,1,203,17,5760,75,307584000,0,5.337297666
12.27,669,2,43.61,2,247,23,2223,76,537926400,0,3.775286482
6.61,138,10,34.74,2,891,36,341,5,314323200,0,3.547891761
10.52,351,6,290.23,1,710,33,8874,273,997920000,0,5.670673712
8.36,304,9,153.08,1,241,41,1352,169,750038400,0,5.030960661
4.03,82,6,54.5,1,774,22,1131,281,-304473600,0,3.998200702
12.14,370,8,56.82,2,891,36,341,5,314323200,0,4.039888376
2.86,450,11,25.98,1,396,25,545147,114,595728000,0,3.257327011
2.65,573,5,59.77,2,863,10,459921,8,21600000,0,4.090503863
5.39,371,2,14.95,1,591,44,23,116,22204800,0,2.7047113
5.9,171,6,15.74,2,263,28,238602,414,768873600,0,2.756205243
4.29,144,1,133.23,2,192,36,47772,184,-94435200,0,4.892076958
2.98,405,10,1.56,1,772,18,344,72,-55555200,0,0.444685821
11.07,29,1,26.96,1,221,46,1970,152,526003200,0,3.294354286
4.08,514,10,39.7,2,72,18,467,372,486691200,0,3.681351188
11.1,578,11,7.23,2,524,26,2870,72,952128000,0,1.978239036
12.24,189,7,143.44,1,291,23,6951,264,519436800,0,4.965916829
7.18,154,7,180.29,1,357,41,13717,83,-603590400,0,5.194566666
9.35,288,13,1.77,1,268,26,19685,197,504230400,0,0.570979547
4.95,91,7,62.48,2,34,20,1506,360,-276048000,0,4.134846506
7.08,20,13,5.38,2,729,24,16163,237,572486400,0,1.682688374
5.05,238,12,115.76,2,248,13,1195,478,163900800,0,4.751519082
4.27,608,3,96.25,2,848,30,1517,121,-541209600,0,4.566948973
5.05,627,6,288.11,2,760,35,47211,423,-1007164800,0,5.663342352
9.54,530,8,141.91,1,622,4,17047,56,-1070582400,0,4.955193054
12.29,54,11,5.39,1,285,24,346,392,250905600,0,1.684545385
1.67,156,3,66.58,2,367,2,190178,460,134006400,0,4.198404232
5.5,627,6,51.14,2,159,13,590,150,-497318400,0,3.93456697
2.98,373,12,262.9,2,339,43,4729,214,419558400,0,5.571773732
7.05,77,8,6.07,1,667,40,203571,312,849139200,0,1.803358605
5.63,493,13,1.65,1,583,30,509,312,369360000,0,0.500775288
2.39,439,13,2.18,1,92,2,2566,187,-331948800,0,0.779324877
4.04,576,2,1.29,1,681,25,241,253,183600000,0,0.254642218
4.58,120,3,76.49,1,254,38,191096,413,-149558400,0,4.337160013
4.17,604,7,5.64,1,49,35,1684,257,794016000,0,1.729884066
8.42,452,1,113.25,1,78,25,467,17,-587001600,0,4.729597764
9.06,400,3,79.9,1,875,17,409656,462,-1205452800,0,4.380775853
7.94,568,1,18.94,2,555,30,732,461,-380332800,0,2.941276088
